var_num,mode,steps,numtraj,freq,attper,score_type,jaccard_result,jaccard_weighted_result
13,asynchronous,5,20,5,0.6083333333333333,BDE,0.2857142857142857,0.2857142857142857
14,asynchronous,5,70,5,0.6928571428571428,MDL,0.4827586206896552,0.4827586206896552
14,asynchronous,5,70,5,0.6928571428571428,BDE,0.5384615384615384,0.5384615384615384
13,asynchronous,5,70,5,0.6166666666666667,MDL,0.22,0.22
13,asynchronous,5,70,5,0.6166666666666667,BDE,0.2653061224489796,0.2653061224489796
14,asynchronous,20,70,1,0.5510204081632653,MDL,0.4594594594594595,0.4594594594594595
14,asynchronous,20,70,1,0.5510204081632653,BDE,0.4722222222222222,0.4722222222222222
8,asynchronous,5,20,5,0.8333333333333334,MDL,0.3225806451612903,0.3225806451612903
8,asynchronous,5,20,5,0.8333333333333334,BDE,0.3225806451612903,0.3225806451612903
13,asynchronous,20,70,5,0.8816326530612245,MDL,0.23333333333333334,0.23333333333333334
13,asynchronous,20,70,5,0.8816326530612245,BDE,0.25,0.25
13,asynchronous,5,70,3,0.42857142857142855,MDL,0.18867924528301888,0.18867924528301888
13,asynchronous,5,70,3,0.42857142857142855,BDE,0.17307692307692307,0.17307692307692307
8,asynchronous,5,70,5,0.8214285714285714,MDL,0.375,0.375
8,asynchronous,5,70,5,0.8214285714285714,BDE,0.375,0.375
13,synchronous,20,20,5,0.9475,MDL,0.07142857142857142,0.07142857142857142
13,synchronous,20,20,5,0.9475,BDE,0.07407407407407407,0.07407407407407407
8,synchronous,20,20,3,0.9525,MDL,0.2571428571428571,0.2571428571428571
8,synchronous,20,20,3,0.9525,BDE,0.2571428571428571,0.2571428571428571
13,synchronous,20,70,5,0.9478571428571428,MDL,0.12962962962962962,0.12962962962962962
13,synchronous,20,70,5,0.9478571428571428,BDE,0.12962962962962962,0.12962962962962962
13,synchronous,5,20,1,0.28,MDL,0.43902439024390244,0.43902439024390244
13,synchronous,5,20,1,0.28,BDE,0.375,0.375
8,synchronous,20,70,5,0.9507142857142857,MDL,0.38235294117647056,0.38235294117647056
8,synchronous,20,70,5,0.9507142857142857,BDE,0.42424242424242425,0.42424242424242425
14,synchronous,20,70,1,0.7878571428571428,MDL,0.68,0.68
14,synchronous,20,70,1,0.7878571428571428,BDE,0.68,0.68
14,synchronous,20,20,3,0.9125,MDL,0.15625,0.08823529411764706
14,synchronous,20,20,3,0.9125,BDE,0.15625,0.08823529411764706
14,asynchronous,5,20,1,0.3,MDL,0.05555555555555555,0.05555555555555555
14,asynchronous,5,20,1,0.3,BDE,0.05555555555555555,0.05555555555555555
8,asynchronous,20,70,3,0.9258503401360544,MDL,0.47058823529411764,0.47058823529411764
8,asynchronous,20,70,3,0.9258503401360544,BDE,0.48484848484848486,0.48484848484848486
14,synchronous,20,20,1,0.7925,MDL,0.68,0.68
14,synchronous,20,20,1,0.7925,BDE,0.68,0.68
13,asynchronous,20,70,1,0.4993197278911565,MDL,0.38461538461538464,0.38461538461538464
13,asynchronous,20,70,1,0.4993197278911565,BDE,0.39215686274509803,0.39215686274509803
8,asynchronous,20,20,1,0.830952380952381,MDL,0.3055555555555556,0.3055555555555556
8,asynchronous,20,20,1,0.830952380952381,BDE,0.2777777777777778,0.2777777777777778
8,synchronous,20,70,3,0.9507142857142857,MDL,0.38235294117647056,0.38235294117647056
8,synchronous,20,70,3,0.9507142857142857,BDE,0.42424242424242425,0.42424242424242425
14,asynchronous,5,70,3,0.5285714285714286,MDL,0.3157894736842105,0.3157894736842105
14,asynchronous,5,70,3,0.5285714285714286,BDE,0.3333333333333333,0.3333333333333333
8,synchronous,5,70,3,0.8028571428571428,MDL,0.46875,0.38235294117647056
8,synchronous,5,70,3,0.8028571428571428,BDE,0.40625,0.40625
14,asynchronous,5,20,3,0.4583333333333333,MDL,0.2962962962962963,0.2962962962962963
14,asynchronous,5,20,3,0.4583333333333333,BDE,0.2962962962962963,0.2962962962962963
8,asynchronous,5,20,1,0.43333333333333335,MDL,0.2727272727272727,0.2727272727272727
8,asynchronous,5,20,1,0.43333333333333335,BDE,0.2727272727272727,0.2727272727272727
14,synchronous,5,70,1,0.16285714285714287,MDL,0.4857142857142857,0.4857142857142857
14,synchronous,5,70,1,0.16285714285714287,BDE,0.5666666666666667,0.5666666666666667
14,asynchronous,20,20,3,0.8666666666666667,MDL,0.32432432432432434,0.32432432432432434
14,asynchronous,20,20,3,0.8666666666666667,BDE,0.32432432432432434,0.32432432432432434
8,asynchronous,20,20,3,0.9380952380952381,MDL,0.375,0.375
8,asynchronous,20,20,3,0.9380952380952381,BDE,0.375,0.375
8,asynchronous,20,70,1,0.8360544217687075,MDL,0.47058823529411764,0.47058823529411764
8,asynchronous,20,70,1,0.8360544217687075,BDE,0.47058823529411764,0.47058823529411764
13,asynchronous,20,20,3,0.861904761904762,MDL,0.23529411764705882,0.23529411764705882
13,asynchronous,20,20,3,0.861904761904762,BDE,0.23076923076923078,0.23076923076923078
8,synchronous,5,20,5,0.81,MDL,0.2571428571428571,0.2571428571428571
8,synchronous,5,20,5,0.81,BDE,0.2727272727272727,0.2727272727272727
14,asynchronous,20,70,3,0.8435374149659864,MDL,0.3333333333333333,0.3023255813953488
14,asynchronous,20,70,3,0.8435374149659864,BDE,0.32558139534883723,0.29545454545454547
14,synchronous,5,70,5,0.7885714285714286,MDL,0.14705882352941177,0.14705882352941177
14,synchronous,5,70,5,0.7885714285714286,BDE,0.16666666666666666,0.16666666666666666
13,synchronous,5,20,3,0.68,MDL,0.0625,0.0625
13,synchronous,5,20,3,0.68,BDE,0.06382978723404255,0.06382978723404255
14,synchronous,20,70,5,0.9471428571428572,MDL,0.16666666666666666,0.16666666666666666
14,synchronous,20,70,5,0.9471428571428572,BDE,0.16666666666666666,0.16666666666666666
8,asynchronous,20,20,5,0.95,MDL,0.375,0.375
8,asynchronous,20,20,5,0.95,BDE,0.3235294117647059,0.3235294117647059
13,synchronous,5,70,1,0.26,MDL,0.5102040816326531,0.48
13,synchronous,5,70,1,0.26,BDE,0.5434782608695652,0.5106382978723404
14,synchronous,5,20,1,0.19,MDL,0.64,0.64
14,synchronous,5,20,1,0.19,BDE,0.56,0.56
